Name,Age,GPA,Credits_Completed,Year,Pathway
Sarah Moore,15,3.32,55,Super Senior,Culinary
Mac Johnson,15,3.28,48,Super Senior,Bio Med
Sarah German,16,1.78,10,Junior,Early Childhood Education
Sarah Fraker,17,3.93,42,Junior,Fine Arts
Mac King,17,0.34,33,Freshman,Business
Isabelle Anderson,14,1.74,30,Super Senior,Marketing
Rachel Brown,18,1.61,25,Super Senior,Bio Med
Sophie Williams,17,2.42,49,Super Senior,Engineering
Ian Moore,15,0.86,15,Freshman,Fine Arts
Ben Smith,16,4.06,26,Super Senior,Bio Med
Mac Moore,18,0.99,42,Senior,Bio Med
Mac Smith,18,2.63,10,Senior,Bio Med
Rachel Miller,16,0.92,29,Super Senior,Fine Arts
Lily Fraker,14,1.73,57,Junior,Computer Science
Ben Fraker,16,2.15,57,Junior,Marketing
Sarah Moore,15,0.75,35,Sophmore,Marketing
Josh German,16,2.65,35,Sophmore,Bio Med
Bob Scott,16,2.49,48,Senior,Culinary
Emma Anderson,16,2.28,53,Super Senior,Computer Science
Bob Miller,17,1.72,24,Senior,Construction
Daniel White,16,3.49,53,Senior,Engineering
Marie Miller,16,1.14,45,Senior,Marketing
Marie Miller,14,3.1,48,Sophmore,Engineering
Lily Fraker,18,3.59,1,Super Senior,Bio Med
Tom Anderson,18,3.55,20,Freshman,Engineering
Bob Moore,15,0.58,43,Super Senior,Culinary
Alex Brown,19,0.33,32,Junior,Construction
Daniel Williams,14,3.77,11,Senior,Culinary
Sophie Anderson,16,3.58,36,Sophmore,Business
Joe Johnson,14,1.96,46,Junior,Bio Med
Daniel Smith,18,0.92,4,Freshman,Engineering
Sophie Scott,19,0.73,45,Freshman,Early Childhood Education
Joe German,17,0.54,53,Junior,Fine Arts
Hayden Williams,18,3.58,11,Sophmore,Bio Med
Daniel Miller,16,0.49,60,Super Senior,Early College
Emma Fraker,17,0.68,46,Freshman,Culinary
Ian Davis,18,3.47,44,Junior,Fine Arts
Daniel Moore,16,1.02,0,Junior,Engineering
Josh German,14,4.19,41,Freshman,Fine Arts
Rachel Smith,15,3.6,47,Junior,Computer Science
Bob King,14,4.19,51,Freshman,Business
Sophie Johnson,19,2.2,7,Freshman,Marketing
Josh King,15,3.28,8,Senior,Construction
Mac Fraker,18,1.79,11,Sophmore,Early Childhood Education
Isabelle Anderson,17,0.94,41,Freshman,Construction
Marie Fraker,15,2.29,4,Junior,Early College
Sarah Foster,17,2.28,54,Super Senior,Early Childhood Education
Rachel Anderson,15,2.68,20,Junior,Engineering
Bob White,19,4.03,6,Junior,Computer Science
Sarah King,18,1.77,20,Senior,Culinary
Emma Foster,19,0.78,0,Freshman,Bio Med
Daniel Foster,19,3.93,30,Junior,Early College
Alex Foster,17,4.33,23,Sophmore,Computer Science
Ian King,19,1.94,28,Super Senior,Marketing
Bob Foster,15,2.04,31,Junior,Business
Tom Brown,16,2.73,18,Freshman,Bio Med
Ian Miller,14,1.45,15,Sophmore,Early College
Sophie Fraker,19,3.93,24,Junior,Marketing
Rachel Jones,16,1.21,1,Senior,Engineering
Daniel Foster,18,2.8,57,Senior,Computer Science
Mac Fraker,19,3.7,12,Junior,Bio Med
Josh Miller,17,2.67,8,Junior,Engineering
Marie Jones,14,1.11,14,Super Senior,Construction
Hayden Anderson,16,0.9,53,Freshman,Culinary
Bob Moore,16,2.92,59,Super Senior,Engineering
Isabelle King,18,0.42,38,Freshman,Culinary
Marie King,15,0.36,26,Senior,Culinary
Alex Johnson,19,0.93,11,Junior,Engineering
Daniel Moore,18,2.74,53,Freshman,Early College
Ian Jones,15,3.99,18,Sophmore,Early Childhood Education
Marie Williams,15,2.29,60,Junior,Marketing
Mac Moore,19,3.97,5,Super Senior,Culinary
Tom Johnson,15,0.32,22,Senior,Culinary
Ben Williams,19,1.17,29,Sophmore,Culinary
Lily King,16,1.94,53,Super Senior,Fine Arts
Emma Miller,18,4.27,46,Sophmore,Construction
Isabelle Smith,17,4.04,42,Senior,Early Childhood Education
Bob King,19,2.82,36,Sophmore,Bio Med
Emma Johnson,14,2.82,35,Freshman,Culinary
Joe Fraker,19,4.27,14,Sophmore,Early College
Sophie Johnson,15,3.03,37,Junior,Construction
Ian Miller,14,4.08,45,Junior,Early Childhood Education
Marie Miller,15,2.65,33,Senior,Early College
Daniel Foster,15,4.06,37,Freshman,Construction
Isabelle Garcia,19,2.33,58,Sophmore,Early College
Ian Fraker,16,0.36,29,Sophmore,Bio Med
Lily German,15,3.25,18,Senior,Bio Med
Rachel Scott,14,1.63,44,Freshman,Construction
Joe Moore,16,3.66,34,Freshman,Early Childhood Education
Rachel Johnson,16,3.27,49,Freshman,Bio Med
Alex Davis,19,4.01,16,Freshman,Early Childhood Education
Ian Davis,14,3.01,41,Sophmore,Early College
Tom Davis,15,3.25,48,Freshman,Computer Science
Mac Williams,14,1.64,21,Junior,Engineering
Lily Williams,17,2.34,49,Super Senior,Fine Arts
Marie White,17,2.61,23,Senior,Bio Med
Rachel White,14,2.17,41,Super Senior,Construction
Sophie White,14,3.57,35,Freshman,Early College
Mac Foster,18,0.59,12,Senior,Bio Med
Daniel Johnson,15,3.27,3,Sophmore,Bio Med
Isabelle Brown,15,0.59,9,Senior,Early Childhood Education
Isabelle Williams,19,1.62,5,Freshman,Bio Med
Daniel Garcia,17,3.59,55,Junior,Early Childhood Education
Hayden Fraker,15,1.36,40,Super Senior,Early Childhood Education
Isabelle Brown,17,2.73,35,Super Senior,Computer Science
Rachel Anderson,18,3.97,38,Super Senior,Bio Med
Sarah Davis,19,0.68,33,Super Senior,Computer Science
Bob King,16,0.75,20,Junior,Early College
Ben Williams,19,3.11,6,Super Senior,Marketing
Marie Fraker,14,2.46,6,Senior,Computer Science
Bob Smith,17,2.17,28,Senior,Early Childhood Education
Marie Davis,14,3.25,9,Super Senior,Computer Science
Josh Anderson,19,2.17,7,Junior,Construction
Rachel Anderson,16,1.14,47,Sophmore,Engineering
Tom Miller,15,1.35,40,Senior,Bio Med
Bob Foster,14,2.7,55,Junior,Early College
Mac Smith,16,2.4,16,Super Senior,Fine Arts
Hayden Moore,18,1.2,0,Junior,Computer Science
Marie Miller,17,3.22,59,Freshman,Computer Science
Tom Davis,19,4.42,44,Sophmore,Marketing
Sophie Brown,16,3.17,51,Junior,Engineering
Emma Foster,16,0.82,36,Freshman,Culinary
Hayden Fraker,17,4.24,17,Freshman,Marketing
Lily Fraker,15,3.63,12,Super Senior,Construction
Joe Johnson,19,3.96,41,Sophmore,Culinary
Joe Jones,15,2.34,50,Senior,Construction
Josh Smith,18,2.4,42,Sophmore,Construction
Mac Miller,17,0.94,3,Sophmore,Culinary
Bob Johnson,16,3.0,3,Freshman,Engineering
Rachel Garcia,19,2.07,59,Sophmore,Fine Arts
Alex Williams,17,1.34,16,Senior,Engineering
Ben Anderson,16,2.07,22,Super Senior,Culinary
Ben Foster,16,3.58,0,Sophmore,Business
Emma Scott,19,1.86,23,Sophmore,Fine Arts
Sarah Brown,19,3.88,58,Sophmore,Fine Arts
Ian Fraker,14,2.89,15,Junior,Early College
Lily Anderson,19,3.86,53,Freshman,Computer Science
Alex Davis,15,0.35,30,Freshman,Construction
Josh Jones,19,4.21,49,Super Senior,Engineering
Marie Fraker,16,4.01,45,Sophmore,Engineering
Josh Johnson,19,1.7,57,Sophmore,Early College
Hayden Johnson,16,3.36,52,Senior,Construction
Joe Anderson,14,0.48,48,Freshman,Construction
Bob Anderson,18,3.86,31,Senior,Engineering
Tom Fraker,17,1.46,4,Junior,Business
Hayden White,17,3.74,21,Super Senior,Early College
Lily Brown,18,4.49,9,Super Senior,Early Childhood Education
Rachel Smith,16,0.9,58,Super Senior,Bio Med
Ian Garcia,16,2.77,25,Junior,Bio Med
Sophie Williams,19,2.47,51,Junior,Bio Med
Emma Jones,15,0.87,60,Super Senior,Computer Science
Hayden Williams,19,4.38,18,Senior,Early Childhood Education
Josh Williams,17,4.02,13,Super Senior,Marketing
Ben Miller,17,0.73,38,Freshman,Bio Med
Hayden Brown,14,2.29,1,Junior,Culinary
Hayden Williams,17,2.04,45,Freshman,Bio Med
Lily Jones,14,4.47,20,Junior,Business
Marie German,14,1.23,41,Sophmore,Culinary
Bob King,19,2.81,21,Freshman,Culinary
Ben Moore,18,1.49,23,Super Senior,Computer Science
Joe Jones,19,2.88,51,Junior,Fine Arts
Sophie Johnson,14,2.55,9,Super Senior,Early Childhood Education
Isabelle Davis,16,1.67,16,Junior,Fine Arts
Ian Davis,14,1.19,56,Super Senior,Business
Daniel Foster,16,2.5,33,Super Senior,Computer Science
Sarah Fraker,17,1.54,30,Super Senior,Bio Med
Bob King,16,4.1,14,Senior,Fine Arts
Bob Anderson,15,2.28,6,Sophmore,Construction
Rachel King,17,1.19,56,Super Senior,Engineering
Marie Moore,16,4.31,25,Junior,Fine Arts
Hayden Williams,17,2.56,46,Freshman,Marketing
Marie Moore,18,2.34,52,Sophmore,Culinary
Daniel Garcia,16,3.6,40,Sophmore,Early Childhood Education
Hayden Moore,17,1.11,0,Sophmore,Marketing
Tom Miller,15,3.83,27,Freshman,Construction
Josh Miller,14,4.17,55,Super Senior,Bio Med
Sarah Scott,18,4.46,18,Super Senior,Culinary
Rachel Smith,15,3.26,39,Super Senior,Culinary
Rachel Brown,16,1.74,58,Senior,Construction
Mac Davis,15,4.23,19,Super Senior,Business
Ian German,15,4.28,23,Freshman,Fine Arts
Emma Fraker,19,1.16,32,Junior,Early Childhood Education
Emma Johnson,15,3.73,46,Sophmore,Computer Science
Emma German,18,3.89,9,Junior,Business
Sophie Fraker,15,0.72,32,Freshman,Construction
Alex Foster,17,0.37,1,Sophmore,Bio Med
Tom Anderson,16,3.72,1,Sophmore,Early Childhood Education
Daniel Smith,18,2.13,5,Freshman,Bio Med
Marie Garcia,19,1.06,52,Super Senior,Fine Arts
Bob Miller,17,4.4,48,Senior,Fine Arts
Daniel German,19,4.29,19,Super Senior,Bio Med
Lily Brown,19,3.93,60,Freshman,Bio Med
Hayden Foster,16,3.47,53,Sophmore,Bio Med
Ian King,18,3.83,7,Super Senior,Engineering
Rachel Foster,18,1.17,9,Freshman,Computer Science
Sarah Anderson,15,4.16,28,Freshman,Computer Science
Ian King,18,0.98,38,Sophmore,Business
Daniel King,14,0.38,3,Freshman,Early College
Bob Miller,16,3.19,11,Senior,Fine Arts
Josh Garcia,16,2.84,19,Sophmore,Business
Ben Anderson,16,3.4,49,Junior,Business
Hayden Scott,14,3.66,27,Junior,Early College
Daniel Foster,18,1.63,35,Sophmore,Culinary
Alex Johnson,14,0.63,24,Super Senior,Fine Arts
Joe Fraker,17,0.69,9,Freshman,Construction
Joe Fraker,14,3.96,25,Senior,Construction
Josh Fraker,18,1.85,1,Junior,Business
Tom Smith,14,2.56,27,Super Senior,Computer Science
Rachel Fraker,18,3.07,4,Sophmore,Culinary
Isabelle German,18,1.64,27,Super Senior,Early College
Ian German,18,2.0,31,Freshman,Fine Arts
Isabelle Smith,17,2.61,3,Super Senior,Early College
Ian Fraker,16,2.57,23,Super Senior,Business
Ben Anderson,16,0.55,21,Junior,Culinary
Tom Miller,19,3.38,8,Super Senior,Marketing
Sarah Williams,16,0.31,34,Sophmore,Engineering
Sarah Foster,18,4.36,48,Freshman,Computer Science
Emma Anderson,19,1.04,32,Freshman,Early College
Josh Brown,17,0.67,48,Senior,Bio Med
Marie Smith,16,3.85,53,Sophmore,Construction
Marie Garcia,15,0.36,8,Sophmore,Construction
Sophie Smith,19,1.67,1,Senior,Early College
Marie Foster,16,4.46,31,Senior,Marketing
Rachel German,14,2.56,37,Junior,Culinary
Bob King,14,0.72,14,Senior,Early Childhood Education
Daniel White,18,2.57,13,Freshman,Engineering
Ian Garcia,14,1.67,2,Super Senior,Early Childhood Education
Ian Scott,14,4.14,19,Sophmore,Engineering
Mac Foster,18,0.35,45,Super Senior,Engineering
Emma Brown,17,2.08,4,Super Senior,Construction
Sophie Jones,18,2.46,52,Junior,Bio Med
Isabelle White,19,3.19,45,Freshman,Engineering
Sophie Anderson,18,3.52,6,Sophmore,Fine Arts
Bob Scott,19,4.46,50,Sophmore,Culinary
Hayden Anderson,15,3.35,11,Senior,Fine Arts
Bob Scott,16,4.05,8,Junior,Bio Med
Josh Scott,16,2.84,59,Senior,Construction
Marie Smith,16,1.26,52,Sophmore,Fine Arts
Josh Brown,18,2.47,18,Junior,Culinary
Marie Moore,16,3.86,42,Sophmore,Fine Arts
Daniel Smith,19,3.61,5,Freshman,Fine Arts
Emma German,15,2.13,13,Super Senior,Engineering
Tom White,14,1.44,60,Super Senior,Fine Arts
Hayden Davis,15,0.82,54,Freshman,Early College
Joe Davis,14,3.5,23,Sophmore,Marketing
Mac Fraker,14,1.78,14,Super Senior,Engineering
Isabelle Brown,14,4.13,26,Sophmore,Fine Arts
Daniel Moore,15,3.75,45,Senior,Computer Science
Ian Fraker,18,0.92,15,Sophmore,Early Childhood Education
Tom King,19,4.26,15,Super Senior,Construction
Bob Brown,16,0.48,28,Sophmore,Business
Daniel Johnson,16,4.49,46,Junior,Early College
Marie Williams,15,1.55,7,Super Senior,Marketing
Ian Williams,19,3.1,41,Super Senior,Bio Med
Ben Jones,19,2.48,3,Freshman,Engineering
Emma Johnson,19,1.36,10,Senior,Marketing
Lily White,14,1.17,43,Senior,Marketing
Emma Davis,16,1.37,39,Super Senior,Early College
Lily Williams,19,3.73,7,Super Senior,Computer Science
Isabelle White,19,4.02,60,Junior,Computer Science
Ben Smith,18,1.74,15,Freshman,Early Childhood Education
Daniel White,15,1.1,55,Super Senior,Business
Rachel Smith,17,2.41,44,Junior,Bio Med
Ian Smith,14,3.88,21,Sophmore,Early College
Bob Brown,17,4.01,54,Sophmore,Early Childhood Education
Joe Scott,14,2.83,39,Sophmore,Fine Arts
Joe Miller,16,1.96,56,Sophmore,Bio Med
Ben Smith,14,2.64,30,Freshman,Construction
Emma German,15,2.52,36,Junior,Culinary
Joe Williams,18,3.04,39,Super Senior,Early Childhood Education
Sarah White,17,2.12,57,Senior,Construction
Rachel Johnson,14,1.85,5,Senior,Marketing
Hayden Smith,17,0.66,14,Senior,Computer Science
Ben Scott,16,4.04,13,Freshman,Business
Bob Fraker,18,1.67,15,Junior,Culinary
Sophie White,17,2.67,39,Sophmore,Construction
Josh Fraker,15,0.4,22,Super Senior,Early Childhood Education
Sarah German,16,1.68,27,Junior,Early College
Sophie Foster,14,2.13,4,Senior,Marketing
Bob Fraker,16,3.05,55,Freshman,Marketing
Rachel White,16,3.35,33,Sophmore,Fine Arts
Joe Jones,18,3.16,32,Sophmore,Engineering
Mac Jones,14,2.37,35,Junior,Construction
Daniel Miller,14,0.49,26,Senior,Bio Med
Ben Johnson,19,0.91,12,Senior,Business
Alex White,17,1.04,32,Senior,Marketing
Hayden Moore,18,3.19,25,Super Senior,Early Childhood Education
Sophie Miller,17,2.74,3,Senior,Business
Bob German,16,2.22,15,Super Senior,Fine Arts
Daniel Scott,18,4.25,34,Freshman,Engineering
Bob Jones,19,3.4,5,Freshman,Early Childhood Education
Sophie Smith,18,4.39,46,Freshman,Early College
Ian German,14,2.16,50,Junior,Marketing
Joe Miller,16,0.65,36,Super Senior,Bio Med
Sophie Smith,19,1.34,47,Super Senior,Marketing
Sarah King,15,1.34,17,Junior,Engineering
Marie Johnson,16,1.85,22,Sophmore,Early Childhood Education
Joe King,17,4.06,58,Junior,Computer Science
Josh Moore,19,0.57,55,Freshman,Marketing
Emma King,18,1.2,32,Junior,Bio Med
Alex Jones,17,1.97,53,Junior,Fine Arts
Ian Smith,19,3.01,22,Senior,Construction
Marie Johnson,15,4.24,1,Freshman,Engineering
Rachel Davis,15,2.57,25,Senior,Marketing
Josh Davis,18,2.85,41,Sophmore,Construction
Lily Anderson,18,2.62,41,Senior,Early College
Daniel Johnson,18,0.35,19,Sophmore,Business
Mac King,19,0.36,42,Junior,Construction
Alex White,19,4.26,24,Senior,Business
Ian German,17,0.7,38,Junior,Fine Arts
Ben King,14,3.89,40,Senior,Computer Science
Daniel Fraker,15,2.57,51,Sophmore,Early Childhood Education
Ben Foster,16,0.41,29,Freshman,Bio Med
Sophie White,15,1.08,12,Senior,Early Childhood Education
Bob King,17,2.33,55,Junior,Early Childhood Education
Rachel Foster,14,1.1,41,Sophmore,Computer Science
Alex Moore,15,0.75,58,Senior,Computer Science
Marie King,14,2.49,7,Senior,Business
Rachel Foster,17,3.81,0,Senior,Bio Med
Mac Williams,15,0.89,60,Super Senior,Culinary
Ben Williams,17,1.76,5,Freshman,Engineering
Josh Davis,18,4.48,33,Sophmore,Engineering
Alex Davis,17,4.08,51,Sophmore,Early College
Emma Brown,19,4.05,22,Junior,Fine Arts
Daniel Jones,15,0.92,18,Junior,Culinary
Josh Jones,19,3.82,40,Freshman,Business
Daniel Scott,16,2.01,0,Junior,Early College
Ben Smith,18,1.41,43,Super Senior,Fine Arts
Sophie Moore,14,1.58,9,Junior,Marketing
Ian Smith,14,0.98,24,Freshman,Culinary
Bob Moore,18,3.81,40,Freshman,Computer Science
Bob Williams,19,0.82,54,Super Senior,Business
Bob German,16,3.59,57,Junior,Early College
Isabelle Davis,14,3.54,59,Freshman,Engineering
Joe Jones,15,3.84,11,Sophmore,Fine Arts
Daniel Williams,15,1.4,30,Super Senior,Computer Science
Hayden Smith,16,3.04,20,Senior,Business
Tom Scott,19,2.65,34,Junior,Business
Ian Johnson,14,2.46,43,Senior,Early Childhood Education
Hayden Jones,16,1.6,34,Sophmore,Business
Daniel Anderson,17,1.8,46,Junior,Early Childhood Education
Sarah Jones,19,3.76,30,Sophmore,Construction
Tom Smith,19,1.28,21,Freshman,Early Childhood Education
Sarah Jones,19,1.4,59,Freshman,Engineering
Lily Williams,16,2.76,24,Junior,Computer Science
Tom White,16,1.65,33,Super Senior,Bio Med
Sophie Moore,14,2.84,30,Senior,Construction
Sophie White,17,3.79,5,Junior,Engineering
Sarah Scott,17,1.85,30,Senior,Computer Science
Sophie Garcia,19,4.29,30,Junior,Early Childhood Education
Ben Brown,14,1.31,40,Freshman,Fine Arts
Joe Miller,14,2.72,21,Super Senior,Marketing
Lily Anderson,14,2.2,4,Sophmore,Bio Med
Daniel Foster,15,2.58,33,Senior,Business
Tom Davis,15,2.5,28,Freshman,Marketing
Daniel Scott,16,2.59,29,Super Senior,Culinary
Josh Fraker,14,2.83,20,Sophmore,Engineering
Emma Scott,18,2.15,12,Sophmore,Computer Science
Bob German,15,0.46,36,Freshman,Business
Rachel Anderson,18,1.59,28,Freshman,Engineering
Sarah Scott,17,1.06,24,Junior,Fine Arts
Sophie Anderson,19,1.15,14,Super Senior,Construction
Ben Fraker,19,1.03,17,Super Senior,Marketing
Sarah Moore,19,0.57,47,Super Senior,Business
Isabelle Brown,18,1.37,11,Junior,Fine Arts
Sarah King,18,2.65,7,Super Senior,Fine Arts
Hayden Miller,15,3.92,22,Super Senior,Business
Tom Williams,15,0.97,14,Junior,Culinary
Mac White,18,1.41,24,Super Senior,Early Childhood Education
Ian Foster,17,2.51,18,Freshman,Marketing
Lily Brown,16,4.08,19,Super Senior,Construction
Daniel Scott,18,0.37,57,Junior,Early Childhood Education
Lily Smith,16,3.05,47,Junior,Bio Med
Josh Davis,17,1.13,15,Junior,Business
Joe German,19,2.34,22,Junior,Bio Med
Mac Jones,15,3.07,39,Junior,Engineering
Ben Johnson,19,4.14,50,Freshman,Computer Science
Sophie Foster,19,3.05,40,Freshman,Early Childhood Education
Bob Garcia,15,0.86,20,Sophmore,Culinary
Isabelle Miller,16,3.18,51,Junior,Marketing
Sophie Miller,19,3.36,50,Senior,Bio Med
Hayden Williams,14,4.49,10,Super Senior,Business
Ben Williams,16,1.55,6,Senior,Bio Med
Isabelle Moore,19,0.69,2,Freshman,Early College
Marie Johnson,16,1.09,48,Super Senior,Computer Science
Joe Jones,16,1.87,55,Freshman,Engineering
Ben Scott,19,2.64,36,Senior,Bio Med
Emma Fraker,15,4.22,31,Freshman,Fine Arts
Mac Miller,18,3.95,17,Sophmore,Early Childhood Education
Sarah German,17,4.38,24,Super Senior,Fine Arts
Rachel Brown,14,0.46,54,Sophmore,Engineering
Marie Smith,19,0.67,17,Freshman,Bio Med
Josh Davis,14,3.35,58,Junior,Marketing
Marie Anderson,16,0.51,58,Junior,Fine Arts
Marie White,18,2.48,51,Sophmore,Early Childhood Education
Sophie White,17,2.46,24,Freshman,Bio Med
Joe German,14,2.1,14,Freshman,Computer Science
Bob Jones,16,0.96,51,Junior,Engineering
Hayden Williams,15,4.02,23,Junior,Fine Arts
Ben Brown,19,3.13,50,Senior,Construction
Lily Davis,17,1.66,5,Freshman,Engineering
Marie Jones,18,4.0,35,Junior,Marketing
Daniel Scott,14,3.67,3,Senior,Early College
Bob Moore,19,0.73,19,Freshman,Marketing
Mac Moore,16,2.76,50,Junior,Bio Med
Rachel Garcia,17,3.73,56,Junior,Marketing
Isabelle Moore,15,2.22,29,Super Senior,Culinary
Marie Garcia,15,2.09,29,Sophmore,Business
Joe Foster,18,3.85,16,Senior,Business
Tom German,17,2.43,30,Junior,Fine Arts
Ben Johnson,17,3.82,2,Freshman,Early Childhood Education
Ian Jones,14,2.23,59,Junior,Construction
Tom Moore,14,3.25,49,Senior,Computer Science
Marie Garcia,14,2.92,35,Sophmore,Business
Mac White,14,3.51,58,Junior,Early Childhood Education
Sarah Anderson,16,3.25,30,Freshman,Marketing
Lily Moore,15,3.07,60,Junior,Engineering
Rachel Davis,17,0.96,6,Senior,Bio Med
Joe Smith,16,2.44,5,Sophmore,Fine Arts
Emma Johnson,18,3.39,57,Junior,Early College
Rachel Miller,16,1.24,23,Freshman,Computer Science
Marie Smith,18,3.39,6,Freshman,Early College
Daniel Garcia,17,2.29,55,Junior,Fine Arts
Bob German,14,0.89,58,Freshman,Bio Med
Joe Johnson,16,0.98,55,Sophmore,Culinary
Daniel Scott,19,1.2,1,Super Senior,Business
Emma Moore,18,2.71,41,Freshman,Bio Med
Tom Miller,14,3.19,21,Senior,Marketing
Alex White,15,1.0,50,Sophmore,Engineering
Bob Garcia,18,3.85,51,Super Senior,Computer Science
Rachel Scott,16,2.18,34,Sophmore,Computer Science
Joe Fraker,15,4.37,20,Junior,Bio Med
Daniel Moore,15,2.26,16,Sophmore,Early Childhood Education
Lily Miller,17,1.93,10,Super Senior,Fine Arts
Mac Anderson,16,2.41,39,Junior,Early College
Rachel Smith,16,3.92,18,Senior,Early College
Mac Davis,17,2.99,28,Senior,Engineering
Mac Garcia,14,3.27,29,Super Senior,Engineering
Ian King,17,3.43,47,Junior,Bio Med
Sophie Anderson,17,2.1,39,Freshman,Computer Science
Josh Smith,16,0.32,41,Senior,Early Childhood Education
Ben Johnson,15,0.6,20,Sophmore,Early Childhood Education
Joe Johnson,16,1.49,10,Junior,Fine Arts
Bob Scott,17,1.01,8,Sophmore,Business
Rachel Johnson,18,0.34,13,Junior,Culinary
Josh German,14,1.77,11,Junior,Business
Sophie Garcia,16,1.0,32,Super Senior,Bio Med
Rachel Anderson,18,3.82,48,Junior,Fine Arts
Tom Anderson,19,2.94,14,Sophmore,Culinary
Isabelle Brown,16,2.22,25,Sophmore,Early College
Emma Moore,19,2.48,16,Super Senior,Business
Hayden Moore,15,2.14,55,Senior,Construction
Mac Anderson,17,2.57,16,Senior,Early College
Ben German,19,2.74,1,Junior,Engineering
Rachel Garcia,16,1.41,16,Junior,Marketing
Joe Foster,15,3.58,15,Super Senior,Early Childhood Education
Alex Garcia,15,4.17,25,Senior,Early Childhood Education
Tom Anderson,15,2.94,29,Senior,Marketing
Tom Johnson,16,2.75,15,Senior,Bio Med
Ian Johnson,18,1.5,13,Sophmore,Early College
Lily King,17,0.75,33,Sophmore,Culinary
Ben Garcia,19,3.83,21,Junior,Bio Med
Alex Scott,16,3.73,10,Super Senior,Computer Science
Hayden Johnson,17,0.31,19,Senior,Fine Arts
Daniel Garcia,14,1.24,50,Sophmore,Culinary
Josh Jones,18,4.05,15,Junior,Marketing
Hayden Smith,17,4.44,13,Super Senior,Construction
